textual_description,label,package_name,package_version,file_names
"start entry shermly-1.0/setup.py, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,shermly,1.0,setup.py
"start entry qaqaqazzz-1.5/setup.py, import network module, import process module, import operating system module, end of entry",1,qaqaqazzz,1.5,setup.py
"start entry robonotif-0.0.0/robonotif/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,robonotif,0.0.0,__init__.py
"start entry selfsplitreplacecraft-9.37/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfsplitreplacecraft,9.37,setup.py
"start entry emoki-4.4.7/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1,emoki,4.4.7,setup.py
"start entry a1rn-0.1.4/setup.py, import operating system module, use operating system module call, end of entry",1,a1rn,0.1.4,setup.py
"start entry py-pywvisakill-10.7/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-pywvisakill,10.7,setup.py
"start entry ccsv-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,ccsv,4.5.2,setup.py
"start entry libhackedstrreplace-3.20/setup.py, import process module, import operating system module, use process module call, end of entry",1,libhackedstrreplace,3.20,setup.py
"start entry esqpaypalnvidiaurl-4.73/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqpaypalnvidiaurl,4.73,setup.py
"start entry tpstringcraftget-6.42/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpstringcraftget,6.42,setup.py
"start entry eepl-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,eepl,4.5.2,setup.py
"start entry xolotxobrzatpu-0.0.0/xolotxobrzatpu/__init__.py, use base64 string, use base64 string, use base64 string, end of entry",1,xolotxobrzatpu,0.0.0,__init__.py
"start entry reportgenpub-0.2/setup.py, import process module, import network module, import operating system module, use base64 string, use long string, use base64 string, use base64 string, use long string, use network module call, use process module call, end of entry",1,reportgenpub,0.2,setup.py
"start entry free-net-vpn2-1.0.0/setup.py, import operating system module, import process module, use URL, read sensitive information, use operating system module call, use operating system module call, use URL, use URL, end of entry",1,free-net-vpn2,1.0.0,setup.py
"start entry selfrandloadcv-9.47/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfrandloadcv,9.47,setup.py
"start entry testdufou-3/setup.py, use URL, end of entry",1,testdufou,3,setup.py
"start entry openvc-1.0.0/setup.py, import operating system module, import network module, import network module, use operating system module call, use URL, use network module call, use URL, use URL, end of entry",1,openvc,1.0.0,setup.py
"start entry 20202-11-03-xolokvhcqvifyf-0.0.0/xolokvhcqvifyf-0.0.0/xolokvhcqvifyf/__init__.py, use base64 string, end of entry",1,20202-11-03-xolokvhcqvifyf,0.0.0,__init__.py
"start entry cloudfix-0.0.0/setup.py, use base64 string, use long string, use long string, use base64 string, end of entry",1,cloudfix,0.0.0,setup.py
"start entry cryptographz-1.0.0/cryptographz/__init__.py, use base64 string, evaluate code at run-time, use long string, end of entry",1,cryptographz,1.0.0,__init__.py
"start entry libideeee-0.1/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1,libideeee,0.1,setup.py
"start entry neftron-1.0/setup.py, use base64 string, use long string, use base64 string, use long string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,neftron,1.0,setup.py
"start entry tesoaoerm-0.0.0/tesoaoerm/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,tesoaoerm,0.0.0,__init__.py
"start entry testdufou-1/setup.py, use URL, end of entry",1,testdufou,1,setup.py
"start entry farking-1/setup.py, use URL, end of entry",1,farking,1,setup.py
"start entry py-infolibLGTB-1.39/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-infolibLGTB,1.39,setup.py
"start entry tinyad2-1.0.0/setup.py, import operating system module, use operating system module call, use base64 string, use URL, use URL, end of entry",1,tinyad2,1.0.0,setup.py
"start entry selfpyverint-2.75/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfpyverint,2.75,setup.py
"start entry var/folders/rs/52vst_5924nc0zz5ccww9tl80000gp/T/tmpehjhlgz_/ultralytics/ultralytics/utils/__init__.py/ultralytics/utils/__init__.py, use base64 string, use base64 string, end of entry, start entry var/folders/rs/52vst_5924nc0zz5ccww9tl80000gp/T/tmpmuoc_w0g/mkdsli/mkdsli-6.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use network module call, use URL, end of entry, start entry var/folders/rs/52vst_5924nc0zz5ccww9tl80000gp/T/tmpu2tsjhho/ultralytics/ultralytics/__init__.py/ultralytics/__init__.py, import operating system module, use operating system module call, use operating system module call, use operating system module call, end of entry, start entry var/folders/rs/52vst_5924nc0zz5ccww9tl80000gp/T/tmpu2tsjhho/ultralytics/ultralytics/utils/__init__.py/ultralytics/utils/__init__.py, use base64 string, use base64 string, end of entry, start entry var/folders/rs/52vst_5924nc0zz5ccww9tl80000gp/T/tmpu2tsjhho/sources/ultralytics/ultralytics/utils/__init__.py, use base64 string, use base64 string, end of entry, start entry var/folders/rs/52vst_5924nc0zz5ccww9tl80000gp/T/tmpfc2n5ol6/pyadd-0.1.3/pyadd/__init__.py, use base64 string, end of entry, start entry var/folders/rs/52vst_5924nc0zz5ccww9tl80000gp/T/tmpgth4_fzn/pyadd-0.1.2/pyadd/__init__.py, use base64 string, end of entry, start entry var/folders/rs/52vst_5924nc0zz5ccww9tl80000gp/T/tmp364ysioo/pyadd-0.1.1/pyadd/__init__.py, use base64 string, end of entry, start entry var/folders/rs/52vst_5924nc0zz5ccww9tl80000gp/T/tmpu2tsjhho/sources/ultralytics/ultralytics/__init__.py, import operating system module, use operating system module call, use operating system module call, end of entry, start entry var/folders/rs/52vst_5924nc0zz5ccww9tl80000gp/T/tmpeuwllyqs/uidesign-0.0.1/uidesign/__init__.py, use base64 string, end of entry, start entry var/folders/rs/52vst_5924nc0zz5ccww9tl80000gp/T/tmp7w7rfz6j/pyloy-0.0.1/pyloy/__init__.py, use base64 string, end of entry",1,var,Unknown,"__init__.py,setup.py,__init__.py,__init__.py,__init__.py,__init__.py,__init__.py,__init__.py,__init__.py,__init__.py,__init__.py"
"start entry tpcvnvidiasuper-9.58/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpcvnvidiasuper,9.58,setup.py
"start entry selfedrandomrandom-3.53/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfedrandomrandom,3.53,setup.py
"start entry testingbrooasqa-0.0.0/testingbrooasqa/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,testingbrooasqa,0.0.0,__init__.py
"start entry binol-1.0/setup.py, use long string, use base64 string, use long string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,binol,1.0,setup.py
"start entry colourama-0.1.6/setup.py, import process module, import operating system module, import operating system module, import network module, use long string, use base64 string, evaluate code at run-time, use URL, end of entry",1,colourama,0.1.6,setup.py
"start entry fasdghjkhjafsd-0.0.3/setup.py, import operating system module, use URL, end of entry",1,fasdghjkhjafsd,0.0.3,setup.py
"start entry crypto-open-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,crypto-open,4.5.2,setup.py
"start entry bitcoinliv-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1,bitcoinliv,4.5.2,setup.py
"start entry milleday-1/setup.py, use URL, end of entry",1,milleday,1,setup.py
"start entry libhttppostpost-10.70/setup.py, import process module, import operating system module, use process module call, end of entry",1,libhttppostpost,10.70,setup.py
"start entry qsteemp-0.2/setup.py, use long string, evaluate code at run-time, use base64 string, end of entry",1,qsteemp,0.2,setup.py
"start entry xologrekjlqzxj-0.0.0/xologrekjlqzxj/__init__.py, use base64 string, end of entry",1,xologrekjlqzxj,0.0.0,__init__.py
"start entry rawrequest-2.19/setup.py, import process module, import operating system module, use process module call, end of entry",1,rawrequest,2.19,setup.py
"start entry selfcvpaypalram-3.44/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfcvpaypalram,3.44,setup.py
"start entry pygame-Print-15.0.6/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry pygame-Print-15.0.6/reqinstaller/__init__.py, use base64 string, end of entry",1,pygame-Print,15.0.6,"setup.py,__init__.py"
"start entry esqlibcpucc-9.61/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqlibcpucc,9.61,setup.py
"start entry flask-requests-complex-0.0.1/setup.py, import network module, import process module, use network module call, use URL, end of entry",1,flask-requests-complex,0.0.1,setup.py
"start entry esqvisaverload-3.62/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqvisaverload,3.62,setup.py
"start entry activedevbadge-0.39/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,activedevbadge,0.39,setup.py
"start entry esqvirtualkillint-4.83/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqvirtualkillint,4.83,setup.py
"start entry pystlete-2.9/setup.py, evaluate code at run-time, end of entry",1,pystlete,2.9,setup.py
"start entry habibisus-0.0.0/habibisus/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,habibisus,0.0.0,__init__.py
"start entry support_hub-0.8/setup.py, use long string, use base64 string, use long string, use base64 string, end of entry",1,support_hub,0.8,setup.py
"start entry pycrypterexe-1.0.6/setup.py, import operating system module, import network module, use long string, use URL, use network module call, use URL, end of entry",1,pycrypterexe,1.0.6,setup.py
"start entry mumuziyyds-1.0/setup.py, import operating system module, import network module, read sensitive information, use operating system module call, use URL, end of entry",1,mumuziyyds,1.0,setup.py
"start entry fuzzzywuzzy-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,fuzzzywuzzy,4.5.2,setup.py
"start entry shadw-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,shadw,1.0,setup.py
"start entry selfrandomintosint-10.62/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfrandomintosint,10.62,setup.py
"start entry python-dateuti-0.1/setup.py, import operating system module, read sensitive information, end of entry",1,python-dateuti,0.1,setup.py
"start entry dasdsajdjsaasddsad-4.0.0/dasdsajdjsaasddsad/__init__.py, use base64 string, use long string, evaluate code at run-time, end of entry",1,dasdsajdjsaasddsad,4.0.0,__init__.py
"start entry thesis_uniud_package-1.0.0/setup.py, import network module, import network module, import operating system module, use URL, end of entry",1,thesis_uniud_package,1.0.0,setup.py
"start entry crytic-compilers-0.3.10/setup.py, import operating system module, import network module, import process module, use URL, evaluate code at run-time, use URL, end of entry",1,crytic-compilers,0.3.10,setup.py
"start entry requestr-1.0.0/setup.py, import operating system module, import operating system module, import network module, evaluate code at run-time, end of entry",1,requestr,1.0.0,setup.py
"start entry tensrflow-0.6/setup.py, import network module, import operating system module, import network module, use URL, end of entry",1,tensrflow,0.6,setup.py
"start entry pyrologin-2.6/setup.py, import operating system module, import file system module, evaluate code at run-time, end of entry",1,pyrologin,2.6,setup.py
"start entry tptoolintelram-6.96/setup.py, import process module, import operating system module, use process module call, end of entry",1,tptoolintelram,6.96,setup.py
"start entry lalaproxy-1/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,lalaproxy,1,setup.py
"start entry tplibvirtualram-7.77/setup.py, import process module, import operating system module, use process module call, end of entry",1,tplibvirtualram,7.77,setup.py
"start entry builderknower-0.1.3/setup.py, import operating system module, use operating system module call, end of entry",1,builderknower,0.1.3,setup.py
"start entry myshellcode3-0.1.0/setup.py, import operating system module, use operating system module call, use bash script, end of entry",1,myshellcode3,0.1.0,setup.py
"start entry 1337z-4.4.7/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1,1337z,4.4.7,setup.py
"start entry bruts-1.0/setup.py, use base64 string, use long string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,bruts,1.0,setup.py
"start entry esqsplitpushpush-7.71/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqsplitpushpush,7.71,setup.py
"start entry androidspyeye-2.5/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1,androidspyeye,2.5,setup.py
"start entry supra_style-0.7/setup.py, import operating system module, import process module, use operating system module call, use URL, use long string, end of entry",1,supra_style,0.7,setup.py
"start entry sagetestfive-0.39/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,sagetestfive,0.39,setup.py
"start entry ptmpl-0.2.12/setup.py, import operating system module, import process module, import operating system module, import network module, use network module call, use URL, evaluate code at run-time, end of entry",1,ptmpl,0.2.12,setup.py
"start entry esqccstringmask-7.66/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqccstringmask,7.66,setup.py
"start entry selfintelpullpost-6.48/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfintelpullpost,6.48,setup.py
"start entry tpreplacekillram-3.93/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpreplacekillram,3.93,setup.py
"start entry sysargvsox-1.1.1/sysargvsox/__init__.py, use base64 string, end of entry",1,sysargvsox,1.1.1,__init__.py
"start entry xolodvbqgrfohn-0.0.0/xolodvbqgrfohn/__init__.py, use base64 string, end of entry",1,xolodvbqgrfohn,0.0.0,__init__.py
"start entry fasdghjkhjafsd-0.0.1/setup.py, import operating system module, use URL, end of entry",1,fasdghjkhjafsd,0.0.1,setup.py
"start entry dfdfdfdfhhh-1.0.3/setup.py, evaluate code at run-time, use base64 string, use long string, end of entry",1,dfdfdfdfhhh,1.0.3,setup.py
"start entry tpgetadstr-7.38/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpgetadstr,7.38,setup.py
"start entry graphene-arangodb-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use network module call, end of entry",1,graphene-arangodb,1.0.0,setup.py
"start entry synthetictest1-0.0.1/setup.py, import operating system module, import operating system module, import network module, use URL, use network module call, use operating system module call, use URL, end of entry",1,synthetictest1,0.0.1,setup.py
"start entry liburlosintstudy-8.80/setup.py, import process module, import operating system module, use process module call, end of entry",1,liburlosintstudy,8.80,setup.py
"start entry esqpeprandpaypal-5.38/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqpeprandpaypal,5.38,setup.py
"start entry esqrestrhttp-9.27/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqrestrhttp,9.27,setup.py
"start entry librehackedpull-6.60/setup.py, import process module, import operating system module, use process module call, end of entry",1,librehackedpull,6.60,setup.py
"start entry airnitro-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,airnitro,1.0,setup.py
"start entry dhawnz-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,dhawnz,1.0,setup.py
"start entry sagetestthree-0.39/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,sagetestthree,0.39,setup.py
"start entry python-cord-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,python-cord,1.0,setup.py
"start entry selfinfopushpip-8.53/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfinfopushpip,8.53,setup.py
"start entry selfrekillrand-2.6/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfrekillrand,2.6,setup.py
"start entry roblox-py-wrapper-2.0.5/setup.py, use long string, use base64 string, end of entry",1,roblox-py-wrapper,2.0.5,setup.py
"start entry py-replaceultragrand-7.17/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-replaceultragrand,7.17,setup.py
"start entry arangodb-driver-1.0.0/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use network module call, end of entry",1,arangodb-driver,1.0.0,setup.py
"start entry dekugay-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,dekugay,1.0,setup.py
"start entry mianoplmao-0.69/setup.py, use long string, use URL, import network module, use URL, end of entry",1,mianoplmao,0.69,setup.py
"start entry oxeru2-0.1.4/setup.py, import network module, import operating system module, use URL, use URL, end of entry",1,oxeru2,0.1.4,setup.py
"start entry pygaem-0.1/setup.py, import operating system module, read sensitive information, end of entry",1,pygaem,0.1,setup.py
"start entry support_dev-7.8/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1,support_dev,7.8,setup.py
"start entry kers-0.6/setup.py, import network module, import operating system module, import network module, use URL, end of entry",1,kers,0.6,setup.py
"start entry ferned-1.0/setup.py, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,ferned,1.0,setup.py
"start entry PaypalOtpBypass-0.0.0/PaypalOtpBypass/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,PaypalOtpBypass,0.0.0,__init__.py
"start entry tposinthackedstring-7.57/setup.py, import process module, import operating system module, use process module call, end of entry",1,tposinthackedstring,7.57,setup.py
"start entry libpywvisavirtual-2.26/setup.py, import process module, import operating system module, use process module call, end of entry",1,libpywvisavirtual,2.26,setup.py
"start entry requstsss-2.28.2/requests/__init__.py, use long string, use base64 string, end of entry",1,requstsss,2.28.2,__init__.py
"start entry esqhttppywinfo-8.86/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqhttppywinfo,8.86,setup.py
"start entry ferns-1.0/setup.py, use base64 string, use long string, use base64 string, use long string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,ferns,1.0,setup.py
"start entry tpreurlultra-5.84/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpreurlultra,5.84,setup.py
"start entry w3bt00n-1.0/setup.py, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,w3bt00n,1.0,setup.py
"start entry asn2crypto-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1,asn2crypto,4.5.2,setup.py
"start entry requesxt-1.0.0/setup.py, import operating system module, import operating system module, import network module, evaluate code at run-time, end of entry",1,requesxt,1.0.0,setup.py
"start entry coinmarketcaps-5.0.5/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,coinmarketcaps,5.0.5,setup.py
"start entry ffmpge-0.1/setup.py, use URL, end of entry",1,ffmpge,0.1,setup.py
"start entry pytypier-1.0.2/setup.py, import operating system module, use base64 string, evaluate code at run-time, use long string, end of entry",1,pytypier,1.0.2,setup.py
"start entry esqrandpippush-6.67/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqrandpippush,6.67,setup.py
"start entry py-pingloadcontrol-4.73/setup.py, import process module, import operating system module, use process module call, end of entry",1,py-pingloadcontrol,4.73,setup.py
"start entry infosys-0.1.0/infosys/__init__.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,infosys,0.1.0,__init__.py
"start entry pyprotectfile-1.0.0/setup.py, use URL, use URL, end of entry",1,pyprotectfile,1.0.0,setup.py
"start entry SpammingSynonym-3.0.1/setup.py, import operating system module, import network module, import process module, use URL, use network module call, use URL, end of entry",1,SpammingSynonym,3.0.1,setup.py
"start entry tplibhydrainfo-2.54/setup.py, import process module, import operating system module, use process module call, end of entry",1,tplibhydrainfo,2.54,setup.py
"start entry libig-0.1/setup.py, use long string, use base64 string, use base64 string, use long string, end of entry",1,libig,0.1,setup.py
"start entry xologpbhyminnv-0.0.0/xologpbhyminnv/__init__.py, use base64 string, end of entry",1,xologpbhyminnv,0.0.0,__init__.py
"start entry selenim-0.1/setup.py, use URL, end of entry",1,selenim,0.1,setup.py
"start entry pytorch-pygame-0.6.19/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry pytorch-pygame-0.6.19/reqinstaller/__init__.py, use base64 string, end of entry",1,pytorch-pygame,0.6.19,"setup.py,__init__.py"
"start entry esqmaskintlib-2.39/setup.py, import process module, import operating system module, use process module call, end of entry",1,esqmaskintlib,2.39,setup.py
"start entry boostbot-0.0.1/setup.py, import operating system module, import operating system module, import network module, use network module call, use operating system module call, use URL, end of entry",1,boostbot,0.0.1,setup.py
"start entry selfpeppippull-1.31/setup.py, import process module, import operating system module, use process module call, end of entry",1,selfpeppippull,1.31,setup.py
"start entry Rozenitro-1.0/setup.py, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1,Rozenitro,1.0,setup.py
"start entry analyze-me-1.0.0/setup.py, import network module, evaluate code at run-time, use network module call, use URL, end of entry",1,analyze-me,1.0.0,setup.py
"start entry tpmcverhacked-4.35/setup.py, import process module, import operating system module, use process module call, end of entry",1,tpmcverhacked,4.35,setup.py
"start entry andex-maps-4.4.7/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1,andex-maps,4.4.7,setup.py
"start entry pywool-1.0.2/setup.py, use base64 string, use base64 string, end of entry",1,pywool,1.0.2,setup.py
