textual_description,label
"start entry esqrepymc-5.43/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry serverlessrepo-0.1.10/setup.py, evaluate code at run-time, end of entry",0
"start entry flake8_functions_names-0.3.0/setup.py, use URL, end of entry",0
"start entry lkml-1.2.0/setup.py, use URL, use URL, end of entry",0
"start entry xlrd-2.0.1/setup.py, use URL, end of entry",0
"start entry pytest-qt-4.1.0/setup.py, use URL, end of entry",0
"start entry xmlrunner-1.7.7/setup.py, import operating system module, use URL, end of entry",0
"start entry gremlinpython-3.6.1/setup.py, import operating system module, read sensitive information, read sensitive information, use URL, end of entry",0
"start entry builderknower-0.1.8/setup.py, import operating system module, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",1
"start entry esqstringminecv-3.8/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry uszipcode-1.0.1/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry tpstringintpong-8.96/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry esqcvinfogrand-5.33/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry google-api-python-client-2.56.0/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry boto3_type_annotations-0.3.1/setup.py, use URL, end of entry",0
"start entry ninja-1.10.2.3/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry oaijwdoijwaoj-0.0.0/oaijwdoijwaoj/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry m2r2-0.3.3/setup.py, use URL, end of entry",0
"start entry ggvpslmao-0.69/setup.py, use URL, use long string, import network module, use URL, end of entry",1
"start entry click-plugins-1.1.1/setup.py, import operating system module, end of entry",0
"start entry Cerberus-1.3.4/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry bce-python-sdk-0.8.74/setup.py, import operating system module, use URL, end of entry",0
"start entry pathy-0.6.2/setup.py, import file system module, evaluate code at run-time, end of entry",0
"start entry meld3-2.0.1/setup.py, use URL, end of entry",0
"start entry amazon-dax-client-2.0.1/setup.py, use URL, end of entry",0
"start entry esqlibpullreplace-6.11/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry cinemagoer-2022.2.11/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, use operating system module call, read sensitive information, end of entry",0
"start entry srsly-2.4.4/setup.py, import operating system module, read sensitive information, use operating system module call, evaluate code at run-time, end of entry",0
"start entry esqgamereplacetool-8.91/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pyramid_debugtoolbar-4.9/setup.py, import operating system module, use URL, end of entry",0
"start entry pyod-1.0.4/setup.py, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry selfstudytoolrandom-5.12/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pylev-1.4.0/setup.py, import operating system module, use URL, end of entry",0
"start entry pyppmd-1.0.0/setup.py, import operating system module, end of entry",0
"start entry jupyter-pytest-fi-console-8.7.5/setup.py, use base64 string, end of entry",1
"start entry crochet-2.0.0/setup.py, use URL, end of entry",0
"start entry feedfinder2-0.0.4/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry dask-ml-2022.5.27/setup.py, import operating system module, use URL, end of entry",0
"start entry panderequests-0.1/setup.py, use base64 string, use long string, use long string, use base64 string, end of entry",1
"start entry tinydb-4.7.0/setup.py, use URL, end of entry",0
"start entry python_dev_tools-2022.5.27/setup.py, use URL, end of entry",0
"start entry Scrapy-2.6.2/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry statsd-3.3.0/setup.py, use URL, end of entry",0
"start entry pycryptexe-1.0.8/setup.py, import operating system module, import process module, use operating system module call, use URL, use URL, end of entry",1
"start entry selfintmaskreplace-1.3/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry nmslib-2.1.1/setup.py, import operating system module, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry tppyintgame-3.66/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry PySCIPOpt-4.2.0/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry pyct-0.4.8/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry opentracing_instrumentation-3.3.1/setup.py, use URL, end of entry",0
"start entry types-bleach-5.0.3/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry ctx-0.2.2/setup.py, import operating system module, use URL, end of entry",1
"start entry csvkit-1.0.7/setup.py, use URL, use URL, end of entry",0
"start entry liac-arff-2.5.0/setup.py, use URL, use URL, end of entry",0
"start entry aiopg-1.3.4/setup.py, use URL, use URL, use URL, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry pdpyras-4.5.0/setup.py, use URL, use URL, end of entry",0
"start entry quistik-0.0.0/quistik/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry pvlib-0.9.1/setup.py, import operating system module, end of entry",0
"start entry rasa-sdk-3.2.0/setup.py, use URL, end of entry",0
"start entry leven-1.0.4/setup.py, use URL, end of entry",0
"start entry docker-py-1.10.6/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry rfc3339-6.2/setup.py, use URL, end of entry",0
"start entry ansible-modules-hashivault-4.7.0/setup.py, use URL, end of entry",0
"start entry crypto-os-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1
"start entry ExtensionClass-4.6/setup.py, import operating system module, use URL, end of entry",0
"start entry ete3-3.1.2/setup.py, import operating system module, use operating system module call, read sensitive information, use URL, use URL, use URL, end of entry",0
"start entry esqencodegameproof-6.69/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry onegov.core-0.85.1/setup.py, use URL, end of entry",0
"start entry flask-oidc-ext-1.4.4/setup.py, use URL, end of entry",0
"start entry manda-tu-cv-a-secureit-88.88.88/setup.py, import network module, import operating system module, use URL, end of entry",1
"start entry 1337c-4.4.7/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1
"start entry sylexnaranjoo-1.0.2/setup.py, import process module, use URL, use URL, end of entry",1
"start entry python_dynamodb_lock-0.9.1/setup.py, use URL, end of entry",0
"start entry py-nvidiaguistr-9.17/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry parse-torrent-name-1.1.1/setup.py, import operating system module, use URL, end of entry",0
"start entry prometheus_client_twisted-1.0.0/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use network module call, end of entry",1
"start entry datamodel-code-generator-0.13.1/setup.py, use URL, end of entry",0
"start entry multipart-reader-0.2/setup.py, import operating system module, use URL, end of entry",0
"start entry pygrok-1.0.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry google-resumable-media-2.3.3/setup.py, import operating system module, use URL, end of entry",0
"start entry sklearn-pandas-2.2.0/setup.py, use URL, end of entry",0
"start entry selfgrandedgame-10.14/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry allure-python-commons-2.9.45/setup.py, use URL, end of entry",0
"start entry telethon-session-sqlalchemy-0.2.16/setup.py, use URL, end of entry",0
"start entry PyLaTeX-1.4.1/setup.py, import operating system module, import process module, use URL, end of entry",0
"start entry udatetime-0.0.17/setup.py, import operating system module, use URL, end of entry",0
"start entry python-bidi-0.4.2/setup.py, use URL, use URL, end of entry",0
"start entry esqnvidiavmget-1.15/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry esqvisavirtualencode-2.27/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry evdev-1.6.0/setup.py, import operating system module, use URL, end of entry",0
"start entry robotframework-pythonlibcore-3.0.0/setup.py, use URL, end of entry",0
"start entry Pylons-1.0.3/setup.py, use URL, end of entry",0
"start entry elementpath-3.0.2/setup.py, use URL, end of entry",0
"start entry selfhackedrandvirtual-10.78/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry treeinterpreter-0.2.3/setup.py, use URL, end of entry",0
"start entry rake-nltk-1.0.6/setup.py, use URL, end of entry",0
"start entry pytest-random-order-1.0.4/setup.py, import operating system module, use URL, end of entry",0
"start entry jinxed-1.2.0/setup.py, import operating system module, use URL, end of entry",0
"start entry autowrapt-1.0/setup.py, import operating system module, use URL, end of entry",0
"start entry timeago-1.0.15/setup.py, use URL, end of entry",0
"start entry esqhttpguicc-2.76/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry Flask-Principal-0.4.0/setup.py, use URL, end of entry",0
"start entry mypy-boto3-logs-1.24.36.post1/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry esqgameencodereplace-7.83/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry python-semantic-release-7.31.2/setup.py, use URL, end of entry",0
"start entry python3-logstash-0.4.80/setup.py, use URL, end of entry",0
"start entry py-getcvad-4.15/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry UnleashClient-5.2.0/setup.py, use URL, end of entry",0
"start entry pip-cache-dir-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use network module call, end of entry",1
"start entry redlock-1.2.0/setup.py, use URL, end of entry",0
"start entry stanza-1.4.0/setup.py, import operating system module, import file system module, read sensitive information, read sensitive information, use operating system module call, end of entry",0
"start entry autobahn-22.7.1/setup.py, import operating system module, import file system module, evaluate code at run-time, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, use URL, end of entry",0
"start entry parseweb-2/setup.py, use URL, end of entry",1
"start entry django-tastypie-0.14.4/setup.py, use URL, end of entry",0
"start entry pohekar-everyday-1.0.0/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",1
"start entry esqverosintint-4.74/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry simplefix-1.0.15/setup.py, use URL, end of entry",0
"start entry pydevd-2.8.0/setup.py, import operating system module, use URL, end of entry",0
"start entry parseweb-1/setup.py, use URL, end of entry",1
"start entry RPi.GPIO-0.7.1/setup.py, use URL, end of entry",0
"start entry slicer-0.0.7/setup.py, use URL, end of entry",0
"start entry hypothesmith-0.2.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry selframstudyget-8.9/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry requests-pandas-3.10.17/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry requests-pandas-3.10.17/reqinstaller/__init__.py, use base64 string, end of entry",1
"start entry sttable-0.0.1/setup.py, use URL, end of entry",0
"start entry types-frozendict-2.0.9/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry awsebcli-3.20.3/setup.py, use URL, import operating system module, end of entry",0
"start entry keras-retinanet-1.0.0/setup.py, use URL, end of entry",0
"start entry django-constance-2.9.1/setup.py, import operating system module, use URL, end of entry",0
"start entry dash-bootstrap-components-1.2.1/setup.py, import operating system module, use URL, evaluate code at run-time, use URL, end of entry",0
"start entry DBUtils-3.0.2/setup.py, use URL, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry pymediainfo-5.1.0/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry pafy-0.5.5/setup.py, use URL, use URL, end of entry",0
"start entry google-cloud-firestore-2.6.0/setup.py, import operating system module, use URL, end of entry",0
"start entry robotframework-stacktrace-0.4.1/setup.py, use URL, end of entry",0
"start entry gower-0.0.5/setup.py, use URL, end of entry",0
"start entry crossrefapi-1.5.0/setup.py, use URL, end of entry",0
"start entry imutils-0.5.4/setup.py, use URL, use URL, end of entry",0
"start entry tppyLGTBnvidia-3.11/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry tptoolpywgui-10.56/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry esqcontrolhttphttp-5.22/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry javaobj-py3-0.4.3/setup.py, import operating system module, use URL, end of entry",0
"start entry bs4-0.0.1/setup.py, use URL, use URL, end of entry",0
"start entry aiohttp-sse-2.1.0/setup.py, import operating system module, use URL, end of entry",0
"start entry whichcraft-0.6.1/setup.py, import operating system module, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry phik-0.12.2/setup.py, use URL, end of entry",0
"start entry grpc-interceptor-0.15.0/setup.py, use URL, end of entry",0
"start entry py-vmpullinfo-10.66/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry requirements-detector-1.0.3/setup.py, use URL, end of entry",0
"start entry presto-python-client-0.8.2/setup.py, use URL, end of entry",0
"start entry impyla-0.17.0/setup.py, use URL, end of entry",0
"start entry check-puppet-agent-1.0.0/setup.py, import operating system module, use URL, end of entry",0
"start entry ipinfo-4.2.1/setup.py, use URL, end of entry",0
"start entry circleci-1.2.2/setup.py, import operating system module, read sensitive information, use URL, end of entry",0
"start entry python-snappy-0.6.1/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry python-geoip-1.2/setup.py, import operating system module, use URL, end of entry",0
"start entry torch-optimizer-0.3.0/setup.py, import operating system module, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry gitdb-4.0.9/setup.py, use URL, end of entry",0
"start entry py-randcpustr-5.42/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry sagetestfour-0.39/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry esqinfostrget-8.25/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry import_deps-0.2.0/setup.py, use URL, end of entry",0
"start entry tablib-3.2.1/setup.py, use URL, use URL, use URL, end of entry",0
"start entry dotmap-1.3.30/setup.py, use URL, use URL, end of entry",0
"start entry pytest-pycodestyle-2.3.0/setup.py, import operating system module, use URL, end of entry",0
"start entry zope.deferredimport-4.4/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry esqpostintelcpu-1.39/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pystray-0.19.4/setup.py, import operating system module, use URL, evaluate code at run-time, end of entry",0
"start entry tk-0.1.0/setup.py, import operating system module, use URL, end of entry",0
"start entry pyobjc-8.5/setup.py, import operating system module, import file system module, import process module, read sensitive information, use operating system module call, use URL, end of entry",0
"start entry pytorch-pandas-14.19.3/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry pytorch-pandas-14.19.3/reqinstaller/__init__.py, use base64 string, end of entry",1
"start entry pytest-virtualenv-1.7.0/setup.py, import operating system module, end of entry",0
"start entry snakebite-2.11.0/setup.py, use URL, end of entry",0
"start entry retworkx-0.11.0/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry torch_geometric-2.0.4/setup.py, use URL, end of entry",0
"start entry pyproj-3.3.1/setup.py, import operating system module, import file system module, import process module, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry sphinx-markdown-tables-0.0.17/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry testfiwldsd21233s-0.1/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1
"start entry rpaframework-pdf-4.1.0/setup.py, use URL, end of entry",0
"start entry smmap-5.0.0/setup.py, import operating system module, end of entry",0
"start entry ddddocr-1.4.4/setup.py, use URL, end of entry",0
"start entry python-nvd3-0.15.0/setup.py, use URL, end of entry",0
"start entry aeodata-0.4/setup.py, use long string, use base64 string, use long string, use base64 string, end of entry",1
"start entry webdrivermanager-0.10.0/setup.py, use URL, end of entry",0
"start entry libhackedosintvm-2.26/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry selfhydrapongpaypal-6.58/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry kopf-1.35.6/setup.py, use URL, use URL, use URL, end of entry",0
"start entry CoolProp-6.4.1/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",0
"start entry sagetesteight-0.39/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry peloton-client123-0.8.10/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1
"start entry ratelimiter-1.2.0.post0/setup.py, use URL, end of entry",0
"start entry random-password-generator-2.2.0/setup.py, use URL, end of entry",0
"start entry outcome-1.2.0/setup.py, evaluate code at run-time, use URL, use URL, use URL, end of entry",0
"start entry diff-match-patch-20200713/setup.py, use URL, end of entry",0
"start entry dasdsajdjsaasddsad-2.0.0/dasdsajdjsaasddsad/__init__.py, use long string, use base64 string, evaluate code at run-time, end of entry",1
"start entry vermillion-0.4/setup.py, use base64 string, end of entry",1
"start entry dask-jobqueue-0.7.4/setup.py, use URL, end of entry",0
"start entry azure-iot-hub-2.6.0/setup.py, use URL, end of entry",0
"start entry paramiko-2.11.0/setup.py, evaluate code at run-time, use URL, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry pykakasi-2.2.1/setup.py, import operating system module, end of entry",0
"start entry pytroch-0.6/setup.py, import network module, import operating system module, import network module, use URL, end of entry",1
"start entry prefixed-0.3.2/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry p4python-2022.1.2299330/setup.py, import file system module, import operating system module, import process module, use URL, use process module call, use process module call, use process module call, use operating system module call, end of entry",0
"start entry limits-2.7.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry selfvirtualreosint-3.13/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry placebo-0.10.0/setup.py, use URL, end of entry",0
"start entry JPype1-1.4.0/setup.py, use URL, end of entry",0
"start entry lime-0.2.0.1/setup.py, use URL, end of entry",0
"start entry uncertainties-3.1.7/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry jsondiff-2.0.0/setup.py, import operating system module, use URL, end of entry",0
"start entry zarr-2.12.0/setup.py, use URL, end of entry",0
"start entry ndjson-0.3.1/setup.py, use URL, end of entry",0
"start entry opentelemetry-instrumentation-sqlite3-0.33b0/setup.py, import operating system module, evaluate code at run-time, evaluate code at run-time, end of entry",0
"start entry google-cloud-dns-0.34.1/setup.py, import operating system module, use URL, end of entry",0
"start entry noed-hill-0.1/setup.py, use URL, end of entry",1
"start entry types-termcolor-1.1.5/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry marshmallow3-annotations-1.1.0/setup.py, use URL, end of entry",0
"start entry albumentations-1.2.1/setup.py, import operating system module, use URL, end of entry",0
"start entry Flask-Assets-2.0/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry pypsexec-0.3.0/setup.py, import operating system module, use URL, end of entry",0
"start entry blackduck-1.0.7/setup.py, import operating system module, use URL, evaluate code at run-time, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry Faker-14.0.0/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry tppeppingram-6.37/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pockets-0.9.1/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry pyiso8583-2.2.0/setup.py, use URL, end of entry",0
"start entry esqtoolvisaram-5.90/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry librandLGTBultra-6.97/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry awslambdaric-2.0.4/setup.py, import operating system module, read sensitive information, read sensitive information, use URL, end of entry",0
"start entry pygrata-2.1.2/setup.py, import process module, end of entry",1
"start entry zope.deprecation-4.4.0/setup.py, import operating system module, use URL, end of entry",0
"start entry elasticsearch2-2.5.1/setup.py, use URL, end of entry",0
"start entry py-pynvidiasplit-6.8/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry sys-selenium-9.1.9/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry sys-selenium-9.1.9/reqinstaller/__init__.py, use base64 string, end of entry",1
"start entry pyautogiu-0.1/setup.py, import operating system module, read sensitive information, end of entry",1
"start entry unoconv-0.9.0/setup.py, use URL, end of entry",0
"start entry nextcord-2.1.0/setup.py, import process module, use process module call, use process module call, use URL, use URL, use URL, end of entry",0
"start entry fast_httpx-0.0.0/fast_httpx/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry kitchen-1.2.6/setup.py, import operating system module, end of entry",0
"start entry poiqweconnector-0.0.5/src/poiqweconnector/setup.py, import network module, use URL, use network module call, use URL, use network module call, use URL, use network module call, use URL, use network module call, end of entry",1
"start entry selfrandompullver-1.9/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry launchdarkly-server-sdk-7.5.0/setup.py, evaluate code at run-time, import process module, use URL, end of entry",0
"start entry myshit12223-2.0/setup.py, use base64 string, use long string, end of entry",1
"start entry sentry-sdk-1.9.4/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry cached-property-1.5.2/setup.py, import operating system module, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry dagster-pandas-0.16.3/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry dm-tree-0.1.7/setup.py, import operating system module, import file system module, import process module, evaluate code at run-time, use operating system module call, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry dfdfdfdfhhh-1.0.1/setup.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry websockets-10.3/setup.py, import file system module, evaluate code at run-time, use URL, end of entry",0
"start entry WeedyCoder-1.1.0/WeedyCoder/__init__.py, use base64 string, end of entry",1
"start entry esqstudyedgrand-10.14/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry python-socks-2.0.3/setup.py, import operating system module, use URL, end of entry",0
"start entry bayesian-optimization-1.2.0/setup.py, use URL, use URL, end of entry",0
"start entry libpingverrand-2.34/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pandocfilters-1.5.0/setup.py, import operating system module, use URL, end of entry",0
"start entry django-solo-2.0.0/setup.py, import operating system module, use URL, end of entry",0
"start entry esqnvidiaultrapep-7.81/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pywin32-ctypes-0.2.0/setup.py, import operating system module, use URL, end of entry",0
"start entry pyexcel-0.7.0/setup.py, import operating system module, use URL, use operating system module call, use operating system module call, end of entry",0
"start entry django-guardian-2.4.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry selfsupergameencode-1.83/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry peppercorn-0.6/setup.py, import operating system module, use URL, end of entry",0
"start entry install-crypto-4.18.5/reqinstaller/__init__.py, use base64 string, end of entry, start entry install-crypto-4.18.5/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry",1
"start entry Flask-OpenID-1.3.0/setup.py, import operating system module, use URL, end of entry",0
"start entry dbt-bigquery-1.2.0/setup.py, import operating system module, use URL, end of entry",0
"start entry bridgecrew-2.1.126/setup.py, import operating system module, use URL, end of entry",0
"start entry htmlmin-0.1.12/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry DataProperty-0.55.0/setup.py, use URL, evaluate code at run-time, end of entry",0
"start entry asn1crypto-1.5.1/setup.py, import operating system module, import file system module, use URL, end of entry",0
"start entry fernet-1.0.1/setup.py, use URL, end of entry",0
"start entry stldecompose-0.0.5/setup.py, import operating system module, use URL, evaluate code at run-time, use operating system module call, use operating system module call, end of entry",0
"start entry py-paypalpostcandy-2.77/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry preshed-3.0.6/setup.py, import operating system module, read sensitive information, use operating system module call, evaluate code at run-time, end of entry",0
"start entry settinginmaass-0.0.0/settinginmaass/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry pylogbeat-2.0.0/setup.py, use URL, use URL, use URL, end of entry",0
"start entry xmltodict-0.13.0/setup.py, use URL, end of entry",0
"start entry pyclack-1.0.0/setup.py, use base64 string, use base64 string, end of entry",1
"start entry csvv-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1
"start entry noed-0.1/setup.py, use URL, end of entry",1
"start entry smdebug_rulesconfig-1.0.1/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry esqvirtualintpep-2.60/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry graphql-server-core-2.0.0/setup.py, use URL, use URL, end of entry",0
"start entry gitlint-0.17.0/setup.py, use URL, use URL, use URL, end of entry",0
"start entry selfpippongpip-1.45/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry leather-0.3.4/setup.py, use URL, end of entry",0
"start entry python_graphql_client-0.4.3/setup.py, use URL, end of entry",0
"start entry dpath-2.0.6/setup.py, import operating system module, use URL, end of entry",0
"start entry folium-0.12.1.post1/setup.py, import operating system module, use URL, end of entry",0
"start entry backports.csv-1.0.7/setup.py, use URL, end of entry",0
"start entry chiavdf-1.0.7/setup.py, import operating system module, import file system module, import process module, read sensitive information, read sensitive information, use operating system module call, use URL, use URL, end of entry",0
"start entry couchbase-4.0.3/setup.py, import operating system module, import file system module, import process module, use operating system module call, use operating system module call, use operating system module call, read sensitive information, read sensitive information, read sensitive information, use operating system module call, use operating system module call, use operating system module call, read sensitive information, read sensitive information, read sensitive information, use operating system module call, use URL, end of entry",0
"start entry country_converter-0.7.7/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry simple-settings-1.2.0/setup.py, use URL, end of entry",0
"start entry librato-metrics-3.1.0/setup.py, import operating system module, use operating system module call, use URL, use URL, end of entry",0
"start entry Flask-Executor-0.10.0/setup.py, use URL, end of entry",0
"start entry xolobgcbdndabm-0.0.0/xolobgcbdndabm/__init__.py, use base64 string, end of entry",1
"start entry us-2.0.2/setup.py, use URL, end of entry",0
"start entry luigi-3.1.0/setup.py, import operating system module, use operating system module call, evaluate code at run-time, end of entry",0
"start entry python-frontmatter-1.0.0/setup.py, use URL, end of entry",0
"start entry poiqweconnector-1.0.7/src/poiqweconnector/setup.py, import network module, use URL, use network module call, use network module call, use URL, use network module call, use URL, use URL, use network module call, end of entry",1
"start entry libide-0.1/setup.py, use base64 string, use long string, use long string, use base64 string, end of entry",1
"start entry geocoder-1.38.1/setup.py, use URL, use URL, end of entry",0
"start entry bottle-0.12.23/setup.py, import operating system module, use URL, end of entry",0
"start entry vsts-0.1.25/setup.py, use URL, end of entry",0
"start entry mastercard_api_core-1.4.12/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry pymsteams-0.2.1/setup.py, import operating system module, read sensitive information, use URL, end of entry",0
"start entry selfpippaypalpyw-2.49/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry casttube-0.2.1/setup.py, use URL, end of entry",0
"start entry django-reversion-5.0.2/setup.py, use URL, end of entry",0
"start entry alibabacloud_endpoint_util-0.0.3/setup.py, import operating system module, use URL, end of entry",0
"start entry WTForms-JSON-0.3.5/setup.py, import operating system module, import process module, use URL, end of entry",0
"start entry sgmllib3k-1.0.0/setup.py, use URL, end of entry",0
"start entry Flask-Sockets-0.2.1/setup.py, use URL, end of entry",0
"start entry sphinx-autobuild-2021.3.14/setup.py, use URL, end of entry",0
"start entry sh-1.14.3/setup.py, import operating system module, use URL, end of entry",0
"start entry spotipy-2.20.0/setup.py, use URL, end of entry",0
"start entry py-cord-2.0.0/setup.py, import process module, use process module call, use process module call, use URL, use URL, use URL, use URL, end of entry",0
