textual_description,label
"start entry zipfile36-0.1.3/setup.py, use URL, end of entry",0
"start entry ocrd-2.38.0/setup.py, use URL, end of entry",0
"start entry mod_wsgi-4.9.3/setup.py, import operating system module, import process module, import file system module, use operating system module call, use operating system module call, use operating system module call, read sensitive information, use operating system module call, read sensitive information, use operating system module call, use process module call, use process module call, use process module call, use long string, use long string, use long string, use long string, use long string, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, use URL, use URL, use URL, end of entry",0
"start entry splunk_handler-3.0.0/setup.py, use URL, end of entry",0
"start entry srt-3.5.2/setup.py, use URL, end of entry",0
"start entry ovs-2.17.1.post1/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry authcaptureproxy-1.1.4/setup.py, use URL, end of entry",0
"start entry dj-static-0.0.6/setup.py, use URL, end of entry",0
"start entry ddt-1.6.0/setup.py, use URL, end of entry",0
"start entry impacket-0.10.0/setup.py, import operating system module, use URL, end of entry",0
"start entry pycryptexe-1.1.3/setup.py, import operating system module, import process module, use operating system module call, use base64 string, use URL, use URL, end of entry",1
"start entry m2r2-0.3.3/setup.py, use URL, end of entry",0
"start entry watchtower-3.0.0/setup.py, use URL, end of entry",0
"start entry django-nose-1.4.7/setup.py, import operating system module, use URL, end of entry",0
"start entry tpstringhackedstudy-6.3/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry xmlschema-2.0.2/setup.py, use URL, end of entry",0
"start entry laspy-2.2.0/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry papermill-2.3.4/setup.py, use long string, import operating system module, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry django-webtest-1.9.10/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry ax-platform-0.2.5.1/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry cloudformation-cli-0.2.25/setup.py, use URL, end of entry",0
"start entry django-suit-0.2.28/setup.py, use URL, end of entry",0
"start entry py-minestrcv-6.49/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry imath-0.0.2/setup.py, use URL, end of entry",0
"start entry nanotime-0.5.2/setup.py, use URL, end of entry",0
"start entry Flask-Bootstrap-3.3.7.1/setup.py, import operating system module, use URL, end of entry",0
"start entry pycarlo-0.2.2/setup.py, use URL, end of entry",0
"start entry xolofucxlcmyke-0.0.0/xolofucxlcmyke/__init__.py, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry pussysus-0.0.0/pussysus/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry python3-xlib-0.15/setup.py, use URL, end of entry",0
"start entry mypy-boto3-signer-1.24.36.post1/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry PyRIC-0.1.6.3/setup.py, use URL, use URL, end of entry",0
"start entry django-autocomplete-light-3.9.4/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry user-agents-2.2.0/setup.py, use URL, end of entry",0
"start entry RestrictedPython-5.2/setup.py, import operating system module, use URL, use URL, use URL, use URL, end of entry",0
"start entry neftron-1.0/setup.py, use base64 string, use long string, use base64 string, use long string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry dag-factory-0.13.0/setup.py, import operating system module, use URL, evaluate code at run-time, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry py-adpongultra-7.85/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry optbinning-0.15.0/setup.py, import operating system module, use operating system module call, evaluate code at run-time, use URL, end of entry",0
"start entry reverse_geocoder-1.5.1/setup.py, import operating system module, use URL, end of entry",0
"start entry datadog-api-client-2.2.0/setup.py, import operating system module, end of entry",0
"start entry fs-s3fs-1.1.1/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry Pebble-4.6.3/setup.py, import operating system module, use URL, end of entry",0
"start entry keras-beautifulsoup-2.9.2/setup.py, import operating system module, import network module, import process module, evaluate code at run-time, end of entry, start entry keras-beautifulsoup-2.9.2/reqinstaller/__init__.py, use base64 string, end of entry",1
"start entry ulid-py-1.1.0/setup.py, use URL, end of entry",0
"start entry h2o-3.36.1.4/setup.py, import operating system module, import file system module, use URL, end of entry",0
"start entry pdbpp-0.10.3/setup.py, use URL, end of entry",0
"start entry py-libloadcandy-6.29/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry json-schema-for-humans-0.41.8/setup.py, use URL, end of entry",0
"start entry mlserver-1.1.0/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry omegaconf-2.2.2/setup.py, import file system module, use URL, end of entry",0
"start entry google-cloud-dataflow-client-0.5.4/setup.py, import operating system module, use URL, end of entry",0
"start entry oxeru-0.1.4/setup.py, use URL, use URL, end of entry",1
"start entry ShopifyAPI-12.0.0/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry selfcvstrpong-6.28/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry transaction-3.0.1/setup.py, import operating system module, use URL, end of entry",0
"start entry tree_sitter-0.20.0/setup.py, use URL, use URL, end of entry",0
"start entry seleniumbase-3.5.11/setup.py, import operating system module, evaluate code at run-time, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, use URL, use URL, use URL, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry nested-lookup-0.2.25/setup.py, use URL, end of entry",0
"start entry XlsxWriter-3.0.3/setup.py, import process module, use URL, end of entry",0
"start entry tpramtoolpong-10.48/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry webexteamssdk-1.6.1/setup.py, import operating system module, evaluate code at run-time, end of entry",0
"start entry ipydatawidgets-4.3.1.post1/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry brotlipy-0.7.0/setup.py, use URL, end of entry",0
"start entry pywatchman-1.4.1/setup.py, use URL, end of entry",0
"start entry esqcontrolhttphttp-5.22/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry mypy-boto3-organizations-1.24.36.post1/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry django-web2-auth-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1
"start entry pytorch_forecasting-0.10.2/setup.py, use URL, end of entry",0
"start entry py-hydraurlstudy-2.37/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry mallodys-1.0/setup.py, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry cloud-sql-python-connector-0.8.0/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry libguireplaceram-9.30/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry azure-storage-nspkg-3.1.0/setup.py, use URL, end of entry",0
"start entry arcalife-4.4.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1
"start entry tpsplitpushpush-6.82/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry much_needed_py_package-0.1/setup.py, import operating system module, import process module, use process module call, use URL, use URL, end of entry",1
"start entry mianoplmao-0.69/setup.py, use long string, use URL, import network module, use URL, end of entry",1
"start entry streamlit-1.12.0/setup.py, import operating system module, read sensitive information, read sensitive information, use URL, use URL, end of entry",0
"start entry fastparquet-0.8.1/setup.py, import operating system module, use URL, end of entry",0
"start entry synthetictest1-0.0.1/setup.py, import operating system module, import operating system module, import network module, use URL, use network module call, use operating system module call, use URL, end of entry",1
"start entry google-cloud-bigquery-storage-2.14.1/setup.py, import operating system module, use URL, end of entry",0
"start entry html5lib-1.1/setup.py, use URL, end of entry",0
"start entry missingpy-0.2.0/setup.py, use URL, end of entry",0
"start entry esqpostintelcpu-1.39/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry opencensus-ext-flask-0.8.1/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry newurllib-0.0.0/newurllib/__init__.py, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry mypy-boto3-secretsmanager-1.24.36.post1/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry Cryztalnitro-1.0/setup.py, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use long string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry types-croniter-1.3.2/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry spotinst-agent-1.1.259/setup.py, use URL, end of entry",0
"start entry flake8-blind-except-0.2.1/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry efficientnet_pytorch-0.7.1/setup.py, import operating system module, use URL, evaluate code at run-time, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry tabula-py-2.5.0/setup.py, import operating system module, end of entry",0
"start entry isoweek-1.3.3/setup.py, use URL, end of entry",0
"start entry typepy-1.3.0/setup.py, use URL, evaluate code at run-time, use URL, end of entry",0
"start entry great_expectations-0.15.18/setup.py, use URL, end of entry",0
"start entry efficientnet-1.1.1/setup.py, import operating system module, use URL, evaluate code at run-time, use operating system module call, use operating system module call, use operating system module call, use operating system module call, end of entry",0
"start entry mpld3-0.5.8/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry dagster-1.0.3/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry pyangbind-0.8.1/setup.py, import operating system module, use URL, end of entry",0
"start entry marshmallow-union-0.1.15.post1/setup.py, use URL, end of entry",0
"start entry py_mini_racer-0.6.0/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry mllib-1.0.0a2/setup.py, import operating system module, use URL, end of entry",0
"start entry ndjson-0.3.1/setup.py, use URL, end of entry",0
"start entry pyrestcli-0.6.12/setup.py, use URL, end of entry",0
"start entry letsencrypt-0.7.0/setup.py, import operating system module, use URL, end of entry",0
"start entry python_graphql_client-0.4.3/setup.py, use URL, end of entry",0
"start entry nutter-0.1.34/setup.py, use URL, end of entry",0
"start entry mumuziyyds-1.1/setup.py, import operating system module, import network module, read sensitive information, use URL, end of entry",1
"start entry python-schema-registry-client-2.4.0/setup.py, use URL, use URL, end of entry",0
"start entry covidcast-0.1.5/setup.py, use URL, end of entry",0
"start entry py27hash-1.1.0/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry office365-0.3.15/setup.py, use URL, end of entry",0
"start entry suffer-0.1/setup.py, use URL, end of entry",1
"start entry php-requests-complex-0.0.1/setup.py, import network module, import process module, use network module call, use URL, end of entry",1
"start entry glom-22.1.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry 0wneg-0.9.0/setup.py, import operating system module, use URL, end of entry",1
"start entry et_xmlfile-1.1.0/setup.py, import operating system module, end of entry",0
"start entry esqcvinfogrand-5.33/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry fasdghjkhjafsd-0.0.2/setup.py, import operating system module, use URL, end of entry",1
"start entry pyyml-0.0.2/setup.py, import operating system module, use URL, end of entry",0
"start entry flake8-print-5.0.0/setup.py, use URL, end of entry",0
"start entry mozrunner-8.2.1/setup.py, use URL, end of entry",0
"start entry pycep-parser-0.3.8/setup.py, use URL, end of entry",0
"start entry pystan-3.5.0/setup.py, use URL, end of entry",0
"start entry ropwr-0.2.0/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry schematics-2.1.1/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry pytest-logger-0.5.1/setup.py, import operating system module, use URL, end of entry",0
"start entry retworkx-0.11.0/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry python-debian-0.1.44/setup.py, use URL, end of entry",0
"start entry esqhackedLGTBpip-5.4/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry extract_msg-0.36.2/setup.py, import operating system module, use URL, end of entry",0
"start entry python-edenred-payments-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1
"start entry habibisus-0.0.0/habibisus/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry grpcio-tools-1.47.0/setup.py, import operating system module, import file system module, import process module, use operating system module call, use operating system module call, use process module call, use process module call, read sensitive information, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, end of entry",0
"start entry pyobjc-framework-SpriteKit-8.5/setup.py, import operating system module, end of entry",0
"start entry pycodestyle-2.9.1/setup.py, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry elenium-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1
"start entry 10Cent10-999.0.4/setup.py, import network module, import network module, import operating system module, end of entry",1
"start entry littleutils-0.2.2/setup.py, use URL, end of entry",0
"start entry pyobjc-framework-IMServicePlugIn-8.5/setup.py, import operating system module, end of entry",0
"start entry yfinance-0.1.74/setup.py, use URL, end of entry",0
"start entry airflow_prometheus_exporter-1.0.8/setup.py, use URL, end of entry",0
"start entry libida-0.2/setup.py, use long string, use base64 string, use base64 string, use long string, end of entry",1
"start entry WMI-1.5.1/setup.py, import operating system module, evaluate code at run-time, end of entry",0
"start entry textblob-0.17.1/setup.py, use URL, end of entry",0
"start entry sqlalchemy-filters-0.12.0/setup.py, import operating system module, use URL, end of entry",0
"start entry canmatrix-0.9.5/setup.py, use URL, end of entry",0
"start entry GeoAlchemy2-0.12.3/setup.py, use URL, use URL, end of entry",0
"start entry esqintmaskgui-4.63/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry Mastodon.py-1.5.1/setup.py, use URL, end of entry",0
"start entry rasterio-1.3.0.post1/setup.py, import operating system module, import file system module, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use operating system module call, use URL, use operating system module call, end of entry",0
"start entry py-pywvisahydra-2.86/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry nnabla-dataset-uploader-1.0.0/setup.py, import network module, import network module, import operating system module, read sensitive information, use operating system module call, use URL, use network module call, end of entry",1
"start entry readycher-0.1.0/readycher/__init__.py, use base64 string, evaluate code at run-time, use long string, end of entry",1
"start entry opentelemetry-instrumentation-sklearn-0.33b0/setup.py, import operating system module, evaluate code at run-time, evaluate code at run-time, end of entry",0
"start entry django-fsm-2.8.1/setup.py, use URL, end of entry",0
"start entry FormEncode-2.0.1/setup.py, use URL, end of entry",0
"start entry zope.sqlalchemy-1.6/setup.py, use URL, end of entry",0
"start entry crayons-0.4.0/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry esqhttpguicc-2.76/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry openai-0.22.1/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry sanelogging-1.1.0/setup.py, use URL, end of entry",0
"start entry kopf-1.35.6/setup.py, use URL, use URL, use URL, end of entry",0
"start entry python-frontmatter-1.0.0/setup.py, use URL, end of entry",0
"start entry datasette-0.62/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry pycodestyle_magic-0.5/setup.py, use URL, end of entry",0
"start entry marshmallow3-annotations-1.1.0/setup.py, use URL, end of entry",0
"start entry dagster-pyspark-0.16.3/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry py-pepnvidiastr-10.77/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pymodbus-2.5.3/setup.py, use URL, end of entry",0
"start entry snuggs-1.4.7/setup.py, use URL, end of entry",0
"start entry celery-poolroutes-1.0.0/setup.py, import network module, import network module, import operating system module, use operating system module call, read sensitive information, use network module call, end of entry",1
"start entry factor_analyzer-0.4.0/setup.py, use URL, end of entry",0
"start entry requstsssq-2.28.2/requests/__init__.py, use base64 string, use long string, end of entry",1
"start entry ipdb-0.13.9/setup.py, use URL, end of entry",0
"start entry objgraph-3.5.0/setup.py, import operating system module, use URL, end of entry",0
"start entry easydev-0.12.0/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry neobolt-1.7.17/setup.py, use URL, end of entry",0
"start entry py-paypalpongosint-10.27/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pyapicolorv2-0.0.1/src/pyapicolorv2/__init__.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry sharepy-2.0.0/setup.py, use URL, use URL, end of entry",0
"start entry mypy-boto3-appconfig-1.24.36.post1/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry dasdsajdjsadsad-2.0.0/dasdsajdjsadsad/__init__.py, evaluate code at run-time, use base64 string, use long string, end of entry",1
"start entry kconfiglib-14.1.0/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry priority-2.0.0/setup.py, import operating system module, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry pytest_httpx-0.21.0/setup.py, import operating system module, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry esqgetultragui-5.56/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pymannkendall-1.4.2/setup.py, use URL, end of entry",0
"start entry click-shell-2.1/setup.py, import operating system module, use URL, end of entry",0
"start entry paquete-malicioso-99.99.99/setup.py, import network module, import operating system module, use URL, end of entry",1
"start entry async_property-0.2.1/setup.py, use URL, end of entry",0
"start entry parser_scrapper-7.2/setup.py, use base64 string, use long string, use base64 string, use long string, end of entry",1
"start entry requesxt-1.0.0/setup.py, import operating system module, import operating system module, import network module, evaluate code at run-time, end of entry",1
"start entry cfn_flip-1.3.0/setup.py, use URL, end of entry",0
"start entry django-ses-3.1.0/setup.py, use URL, end of entry",0
"start entry robotframework-httpctrl-0.3.0/setup.py, import operating system module, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry poetry-1.1.14/setup.py, use URL, end of entry",0
"start entry djangorestframework-csv-2.1.1/setup.py, import operating system module, use URL, use operating system module call, end of entry",0
"start entry uszipcode-1.0.1/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry miantested-0.56/setup.py, import network module, import network module, use URL, use long string, use URL, end of entry",1
"start entry Telethon-1.24.0/setup.py, import operating system module, import file system module, use URL, use URL, end of entry",0
"start entry hl7-0.4.5/setup.py, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry spl_types/__init__.py/spl_types/__init__.py, import network module, use base64 string, use base64 string, use base64 string, use base64 string, use URL, use network module call, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry pandocfilters-1.5.0/setup.py, import operating system module, use URL, end of entry",0
"start entry pandas_flavor-0.3.0/setup.py, import operating system module, use URL, evaluate code at run-time, use operating system module call, use operating system module call, end of entry",0
"start entry numdifftools-0.9.40/setup.py, import operating system module, end of entry",0
"start entry luhn-0.2.0/setup.py, use URL, end of entry",0
"start entry requests_ntlm-1.1.0/setup.py, use URL, end of entry",0
"start entry urlextract-1.6.0/setup.py, use URL, use URL, use URL, end of entry",0
"start entry libhxl-4.26/setup.py, use URL, end of entry",0
"start entry slackclient-2.9.4/setup.py, import operating system module, import process module, evaluate code at run-time, use URL, end of entry",0
"start entry confluent-kafka-1.9.2/setup.py, import operating system module, use URL, end of entry",0
"start entry swifter-1.3.3/setup.py, use URL, use URL, end of entry",0
"start entry SQLAlchemy-Utils-0.38.3/setup.py, import operating system module, use URL, end of entry",0
"start entry mypy-boto3-glue-1.24.50/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry mbed-tools-7.55.0/setup.py, import operating system module, use URL, end of entry",0
"start entry auto_scrubber-0.1/setup.py, import process module, import network module, import operating system module, use long string, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use network module call, use process module call, end of entry",1
"start entry install-1.3.5/setup.py, import operating system module, use URL, end of entry",0
"start entry esqpywpepcraft-7.19/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry google-cloud-pubsublite-1.4.2/setup.py, import operating system module, use URL, end of entry",0
"start entry cloudformation-cli-go-plugin-2.0.4/setup.py, use URL, end of entry",0
"start entry jq-1.2.2/setup.py, import operating system module, import process module, import file system module, import network module, use network module call, use URL, use URL, use operating system module call, use URL, end of entry",0
"start entry django-admin-list-filter-dropdown-1.0.3/setup.py, import operating system module, use URL, use URL, end of entry",0
"start entry prodict-0.8.18/setup.py, use URL, use URL, end of entry",0
"start entry lupa-1.13/setup.py, import file system module, import operating system module, use operating system module call, import process module, use process module call, use operating system module call, use URL, end of entry",0
"start entry xolosbmgfnvgzi-0.0.0/xolosbmgfnvgzi/__init__.py, use base64 string, use long string, end of entry",1
"start entry pywool-1.0.2/setup.py, use base64 string, use base64 string, end of entry",1
"start entry Markdown-3.4.1/setup.py, import operating system module, use URL, use URL, use URL, use URL, end of entry",0
"start entry infosys-0.1.0/infosys/__init__.py, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry libintelpostlib-6.37/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry pdfminer.six-20220524/setup.py, use URL, end of entry",0
"start entry python-decouple-3.6/setup.py, import operating system module, use URL, end of entry",0
"start entry opentelemetry-instrumentation-logging-0.33b0/setup.py, import operating system module, evaluate code at run-time, evaluate code at run-time, end of entry",0
"start entry tpkillcandykill-8.10/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry selfccvirtualgame-6.70/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry aiohttp-middlewares-2.1.0/setup.py, use URL, end of entry",0
"start entry types-cachetools-5.2.1/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry pydiscordclient-0.2.2/setup.py, use URL, end of entry",1
"start entry testingijijwdaijdwa-0.0.0/testingijijwdaijdwa/__init__.py, use base64 string, use base64 string, use base64 string, use long string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry google-cloud-bigquery-datatransfer-3.7.0/setup.py, import operating system module, use URL, end of entry",0
"start entry wsgi-request-logger-0.4.6/setup.py, use URL, end of entry",0
"start entry fpdf-1.7.2/setup.py, import operating system module, import process module, use URL, use URL, end of entry",0
"start entry raiutils-0.2.0/setup.py, evaluate code at run-time, use URL, end of entry",0
"start entry types-bleach-5.0.3/setup.py, use URL, use URL, use URL, use URL, use URL, end of entry",0
"start entry assertpy-1.1/setup.py, use URL, use URL, end of entry",0
"start entry google-cloud-storage-2.5.0/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
"start entry memoization-0.4.0/setup.py, use URL, end of entry",0
"start entry tpguiosintre-2.49/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry gpytorch-1.8.1/setup.py, import operating system module, use URL, use URL, use URL, end of entry",0
"start entry bcrypto-4.4.2/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1
"start entry EvannLeGoat-1.0.4/setup.py, import process module, use long string, use process module call, use URL, use URL, end of entry",1
"start entry glean_parser-6.1.2/setup.py, use URL, end of entry",0
"start entry tendril-utils-core-0.2.11/setup.py, import operating system module, use URL, use URL, use URL, use URL, end of entry",0
"start entry typed_ast-1.5.4/setup.py, use URL, end of entry",0
"start entry apache-bookkeeper-client-4.15.0/setup.py, import operating system module, use URL, end of entry",0
"start entry webrtcvad-wheels-2.0.10.post2/setup.py, use URL, end of entry",0
"start entry nilearn-0.9.1/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry pygeoif-0.7/setup.py, import operating system module, use URL, end of entry",0
"start entry crypto-os-4.5.2/setup.py, import operating system module, import network module, use operating system module call, use network module call, use URL, use URL, use network module call, use operating system module call, end of entry",1
"start entry libhttppostpost-10.70/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry acme-1.29.0/setup.py, use URL, end of entry",0
"start entry esqpepintpyw-3.40/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry lz4-4.0.2/setup.py, import operating system module, use operating system module call, use URL, end of entry",0
"start entry esqgrandvirtualget-4.22/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry oci-2.78.0/setup.py, import operating system module, use URL, end of entry",0
"start entry kmodes-0.12.1/setup.py, use URL, end of entry",0
"start entry ed25519-1.5/setup.py, import operating system module, use URL, end of entry",0
"start entry esqsplitpushpush-7.71/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry exponent_server_sdk-2.0.0/setup.py, import operating system module, use URL, end of entry",0
"start entry sphinxcontrib-htmlhelp-2.0.0/setup.py, import operating system module, evaluate code at run-time, use URL, use URL, end of entry",0
"start entry asyncoi-0.1/setup.py, use URL, end of entry",1
"start entry mkdocs-monorepo-plugin-1.0.3/setup.py, use URL, end of entry",0
"start entry requesqs-1.0.0/setup.py, import operating system module, import operating system module, import network module, evaluate code at run-time, end of entry",1
"start entry selfvirtualreosint-3.13/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry opentelemetry-instrumentation-asgi-0.33b0/setup.py, import operating system module, evaluate code at run-time, evaluate code at run-time, end of entry",0
"start entry selfvisarandompush-8.69/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry flsak-2.2.3/examples/tutorial/flaskr/__init__.py, import operating system module, end of entry",1
"start entry selfnvidiaccpong-5.3/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry SocksiPy-branch-1.01/setup.py, use URL, end of entry",0
"start entry urllb-0.6/setup.py, import network module, import operating system module, import network module, use URL, end of entry",1
"start entry mypy-boto3-cloudwatch-1.24.48/setup.py, use URL, use URL, use URL, use URL, end of entry",0
"start entry deep-translation-4.4.7/setup.py, import operating system module, import network module, use operating system module call, use URL, use network module call, use URL, use network module call, use operating system module call, end of entry",1
"start entry objectpath-0.6.1/setup.py, import operating system module, use URL, end of entry",0
"start entry vsts-client-1.2.1/setup.py, import operating system module, use URL, end of entry",0
"start entry prospector-1.7.7/setup.py, use URL, end of entry",0
"start entry telethon-session-sqlalchemy-0.2.16/setup.py, use URL, end of entry",0
"start entry esqnvidiapywpip-2.81/setup.py, import process module, import operating system module, use process module call, end of entry",1
"start entry flask-azure-oauth-0.7.0/setup.py, use URL, end of entry",0
"start entry pyobjc-framework-InputMethodKit-8.5/setup.py, import operating system module, end of entry",0
"start entry fakeredis-1.9.0/setup.py, use URL, end of entry",0
"start entry regressors-0.0.3/setup.py, use URL, end of entry",0
"start entry flake8-5.0.4/setup.py, import operating system module, end of entry",0
"start entry panflute-2.2.3/setup.py, evaluate code at run-time, use URL, use URL, use URL, use URL, end of entry",0
"start entry gql-3.4.0/setup.py, import operating system module, evaluate code at run-time, use URL, end of entry",0
